step,portfolio_value,weight_0,weight_1,weight_2,weight_3,weight_4
84,91052.49028654538,0.18084532,0.13251784,0.14936003,0.12942433,0.40785253
85,90512.66311367656,0.18060741,0.13206902,0.14878875,0.12909125,0.40944362
86,90220.98025481415,0.1806836,0.132038,0.14912002,0.12910044,0.40905792
87,89413.03538087524,0.17843142,0.13038015,0.14711703,0.12939218,0.4146792
88,88812.88619592291,0.17978983,0.13052909,0.14813368,0.12798983,0.41355756
89,87800.5350526848,0.1800761,0.13172747,0.14894922,0.12923783,0.41000932
90,88362.737686331,0.17975084,0.13104407,0.14844373,0.12868659,0.41207477
91,84937.17651818614,0.1803275,0.13214448,0.14931259,0.12949911,0.40871632
92,86500.78662698364,0.17993864,0.13073595,0.14798072,0.12802392,0.41332087
93,84999.88477519399,0.18072614,0.13288605,0.14989376,0.13000858,0.40648547
94,83874.12671549,0.18030491,0.13174914,0.14876112,0.1289135,0.41027126
95,86564.2696544673,0.18025674,0.1312711,0.14853705,0.12846534,0.41146982
96,86382.52191460566,0.18052965,0.13338159,0.14973244,0.13093504,0.40542132
97,82561.87631952812,0.18023697,0.13180242,0.14853166,0.12926824,0.4101607
98,80344.21682431715,0.1795507,0.13053882,0.14777888,0.12796095,0.41417065
99,81531.63563077868,0.18020466,0.13109484,0.14795156,0.12823585,0.41251305
100,83234.96572511464,0.18060845,0.13223287,0.14873886,0.12924804,0.40917176
101,84247.05427844438,0.18027368,0.13212402,0.1492983,0.12990789,0.4083961
102,82474.02762401717,0.17938626,0.13238795,0.14924744,0.13109171,0.40788668
103,83814.3938497284,0.1824126,0.13266054,0.14963293,0.12919438,0.40609953
104,81842.23466649522,0.1812101,0.1321567,0.14903668,0.1288413,0.40875527
105,82383.6680292057,0.18057823,0.13142532,0.14837117,0.12847494,0.41115028
106,84622.92452966416,0.1807122,0.13237405,0.149341,0.12943242,0.4081403
107,83934.07563943375,0.18049796,0.13224743,0.14958705,0.13025418,0.40741336
108,82711.02706320463,0.18082727,0.13180879,0.14928266,0.12897341,0.40910792
109,84676.03662291466,0.1800664,0.13136517,0.14866202,0.12880167,0.4111047
110,85371.65255530806,0.180587,0.13276398,0.14982235,0.13060786,0.4062188
111,83328.47846228251,0.18006939,0.13238373,0.14929803,0.13016844,0.40808037
112,84160.09799443558,0.17871211,0.13019902,0.14799368,0.12894619,0.41414902
113,83341.31124043433,0.18069883,0.13245407,0.14917885,0.12972102,0.40794724
114,80860.3329301414,0.18006729,0.13065681,0.14816287,0.12806441,0.41304862
115,79557.22838042035,0.17990896,0.13062367,0.14839011,0.12833048,0.4127467
116,76335.79328824986,0.18091214,0.13159746,0.14890887,0.12858237,0.4099992
117,73748.65032494364,0.18077542,0.1311035,0.14874855,0.12816846,0.411204
118,74915.60691573656,0.1803919,0.13023238,0.14809936,0.12733886,0.41393754
119,76676.6126094425,0.18175142,0.13178048,0.14929941,0.12836306,0.40880567
120,79160.73893811113,0.18197484,0.13326555,0.14925995,0.12939416,0.40610552
121,80867.19081313215,0.18181479,0.13372768,0.15016502,0.13007246,0.40422
122,81966.03991864147,0.18151404,0.13346988,0.15007679,0.13013624,0.404803
123,83586.9447836688,0.18126258,0.13242362,0.14972894,0.12918529,0.40739956
124,83810.12378366158,0.18108197,0.13252999,0.1492465,0.12927186,0.40786967
125,82134.47600156351,0.18040304,0.13199109,0.1491955,0.12966955,0.40874082
126,83555.21559636705,0.18016998,0.13192861,0.14943032,0.12954983,0.4089213
127,88776.58832264386,0.18131967,0.13269986,0.14918438,0.12952551,0.40727052
128,90976.65939005837,0.18226163,0.1339264,0.14907473,0.13070707,0.40403017
129,89933.6316109921,0.18127732,0.13283838,0.14938371,0.12967922,0.40682143
130,90609.4534213286,0.18127233,0.13160701,0.14933686,0.12874335,0.40904045
131,87244.70204551403,0.1802582,0.13228229,0.14972371,0.13017017,0.4075656
132,86354.31356747223,0.17897952,0.13011436,0.14808257,0.12895359,0.4138699
133,86620.59529295082,0.18033394,0.13222519,0.14938462,0.12955365,0.40850264
134,88082.11725377421,0.18001366,0.13167506,0.14877,0.1292703,0.410271
135,86221.38648687219,0.18103735,0.13253711,0.14955172,0.129327,0.4075468
136,86157.14121318943,0.18074173,0.13186808,0.1491982,0.12907436,0.4091176
137,91996.5885409624,0.18156055,0.13221504,0.14938125,0.12901102,0.40783218
138,89575.34796705797,0.18082789,0.13225035,0.14951122,0.12924959,0.40816095
139,91087.47560194945,0.18009117,0.13070296,0.14822933,0.12829614,0.41268045
140,87124.1019534412,0.18122604,0.1328139,0.14933364,0.1294986,0.4071279
141,89228.22463121547,0.17966731,0.12929864,0.14674768,0.12708661,0.41719976
142,93581.60489806288,0.18184538,0.13296224,0.14918539,0.12910041,0.40690655
143,91165.59287567159,0.18118334,0.13381153,0.15018292,0.13130179,0.40352044
144,86819.96245905204,0.18033876,0.13141131,0.14879882,0.12876603,0.4106851
145,86954.19638524331,0.1803704,0.13137752,0.14861666,0.1288235,0.41081193
146,85488.02613679957,0.18067345,0.13209422,0.14915909,0.1289684,0.40910488
147,84959.34112797305,0.1804965,0.13136336,0.14883977,0.12857896,0.41072133
148,82110.49853525977,0.18060248,0.13148999,0.14911439,0.12875637,0.41003683
149,80549.85850820302,0.18039417,0.12915915,0.14621833,0.12551907,0.41870925
150,79470.72510676921,0.18042861,0.13093679,0.14813003,0.127995,0.4125096
151,78991.8102704586,0.17869958,0.13115251,0.14845933,0.1305418,0.41114673
152,74821.22476274417,0.1802095,0.1322665,0.14993492,0.1295823,0.40800673
153,75286.45459114881,0.18041454,0.13226068,0.14962655,0.12956817,0.40813008
154,74253.77847212096,0.18046004,0.13206445,0.149745,0.12938856,0.40834203
155,75427.92518179773,0.18042582,0.13171415,0.14890325,0.12891036,0.41004646
156,75067.12399667547,0.18057811,0.13277534,0.15017411,0.12995231,0.4065202
157,74412.550154573,0.18075225,0.13213268,0.14919604,0.12909831,0.40882078
158,72516.89518054572,0.17954378,0.12894072,0.14511947,0.12736286,0.41903317
159,69618.75462672587,0.17940088,0.12874292,0.14561284,0.12736453,0.41887882
160,64607.87438795494,0.17963491,0.13081065,0.14828159,0.12876122,0.41251162
161,63169.22880842182,0.17927492,0.12918252,0.14710468,0.12749323,0.41694465
162,63148.81992197862,0.17973973,0.13053083,0.14786519,0.12846904,0.41339526
163,63842.18883882762,0.17992063,0.13057235,0.14752275,0.12822981,0.41375443
164,65523.10944413589,0.1804965,0.13175586,0.1489568,0.12913926,0.4096516
165,65096.58847291112,0.17974101,0.13219805,0.15007359,0.13029408,0.40769333
166,65661.56158696406,0.17968552,0.1296819,0.14735848,0.12757063,0.41570336
167,65006.331998320915,0.18063845,0.13179703,0.14904934,0.1288424,0.40967283
168,60819.854333230556,0.18062826,0.13143355,0.14839524,0.12842183,0.41112116
169,60029.21617454483,0.1783244,0.12615417,0.14353009,0.12535214,0.4266392
170,58127.881098482925,0.1802237,0.13086571,0.1487984,0.1283688,0.41174334
171,56580.057817331515,0.17960328,0.12968132,0.14708091,0.12761115,0.41602325
172,57572.24160574339,0.17994739,0.13010004,0.14804806,0.12752214,0.4143823
173,57809.979158339724,0.18026468,0.13177083,0.14928442,0.12935317,0.4093269
174,59370.96445337728,0.18008079,0.1314648,0.14945337,0.12890996,0.4100911
175,58802.024788282164,0.18021439,0.13078694,0.14793618,0.12858629,0.4124762
176,57007.24843598512,0.1799877,0.12957713,0.14765747,0.12706336,0.41571432
177,57864.04183276686,0.18012051,0.13022336,0.14789748,0.1276003,0.41415834
178,56941.47408392774,0.18082035,0.13239518,0.14997403,0.12954685,0.40726358
179,53934.35534795409,0.17979595,0.1303924,0.14824785,0.12799369,0.41357002
180,54008.73310231714,0.17985444,0.13004562,0.147625,0.12775132,0.41472366
181,55061.821265249004,0.18033467,0.13115893,0.14852148,0.12868157,0.41130328
182,54353.01673767924,0.18046786,0.1322695,0.14953348,0.12961933,0.40810975
183,53809.282171642604,0.1803508,0.13142349,0.14847937,0.12869917,0.41104716
184,53891.38411733846,0.1801275,0.13107535,0.14826375,0.12861267,0.41192067
185,54726.30217415322,0.18072401,0.13230339,0.14952604,0.12930027,0.4081463
186,53003.707922384114,0.18018493,0.13145624,0.14884073,0.12895069,0.41056743
187,52205.08280659715,0.17921449,0.13060047,0.14817044,0.12885706,0.41315752
188,53003.25434591712,0.1798725,0.13077354,0.14765942,0.12866074,0.41303378
189,51251.16148934142,0.18022914,0.13207181,0.1497282,0.12955634,0.40841448
190,52813.36300380878,0.17988637,0.12925754,0.14739509,0.12689497,0.416566
191,53122.93074447729,0.18065058,0.13285483,0.15024512,0.13026123,0.40598822
192,55916.276660360294,0.18054508,0.1323692,0.15003261,0.12964611,0.40740702
193,56946.75758131323,0.18077213,0.1331101,0.14996952,0.13037747,0.40577078
194,56114.03682838616,0.17852706,0.13197722,0.14964831,0.13129939,0.40854806
195,53936.40521164073,0.17993312,0.13135624,0.14947194,0.12923461,0.41000417
196,54310.83174724193,0.17901534,0.1294405,0.14710847,0.1279817,0.41645402
197,54095.54498987628,0.18024598,0.13171062,0.14914787,0.1290646,0.40983102
198,50961.270903081226,0.18050988,0.1323924,0.1499185,0.12972745,0.40745178
199,49801.342095040425,0.17957494,0.129567,0.14740272,0.12801798,0.41543746
200,49039.49310836185,0.17969085,0.1304885,0.14837265,0.12842524,0.41302276
201,48317.470308148455,0.17941204,0.1311573,0.14830792,0.12947987,0.41164285
202,49726.96890746365,0.179922,0.13107151,0.14829193,0.12854235,0.41217214
203,48864.582818240786,0.18002953,0.13156198,0.14926079,0.12944748,0.40970027
204,49417.48659201424,0.1805429,0.13167012,0.14885552,0.12878013,0.4101513
205,48197.24517019751,0.18064746,0.13191482,0.14903943,0.12923115,0.40916714
206,50547.1170148179,0.17973949,0.13056763,0.14798076,0.12831596,0.41339615
207,51630.48009854219,0.18009809,0.13228275,0.14954087,0.12986381,0.4082145
208,50678.22068131379,0.18078049,0.13269116,0.14987125,0.12973595,0.40692115
209,53638.85682013794,0.18013605,0.13091652,0.14803685,0.1285098,0.41240078
210,55780.55057022591,0.18109971,0.13336815,0.14993283,0.13006802,0.40553123
211,54746.69111285038,0.17962603,0.1313912,0.14925905,0.12932281,0.41040093
212,53785.33848382736,0.1795934,0.13023521,0.14820656,0.12831807,0.41364676
213,52041.414658027556,0.18039711,0.13120505,0.14825648,0.12864864,0.4114928
214,49849.8540171519,0.18057492,0.13103272,0.14860973,0.12822665,0.41155595
215,46474.31702392363,0.17852518,0.1300805,0.14851858,0.12908892,0.4137868
216,46371.466062604064,0.17326404,0.1311823,0.1505079,0.13665259,0.4083931
217,50877.14331995994,0.17879604,0.13266869,0.15034352,0.13199177,0.4062
218,51133.48646812996,0.17879282,0.13243099,0.15064533,0.13177705,0.40635377
219,49154.16045253296,0.17862253,0.13107495,0.14899431,0.13012382,0.41118434
220,48660.791594189446,0.17950407,0.13088693,0.14846231,0.12905103,0.41209564
221,48579.646784298944,0.17959632,0.13151108,0.1491103,0.12963477,0.4101476
222,46723.32361818526,0.17959821,0.13137543,0.14887749,0.1294695,0.4106794
223,47622.99677203268,0.1791101,0.13023663,0.14801183,0.12859376,0.4140477
224,47929.79915362367,0.18002117,0.13185713,0.14939067,0.12954573,0.40918535
225,47610.71424171941,0.18051709,0.13193434,0.14883982,0.12897655,0.4097322
226,48606.9346110608,0.18046042,0.1319025,0.14916155,0.12911981,0.40935567
227,49587.27748930878,0.1807057,0.13319777,0.14984842,0.13099715,0.4052509
228,48741.3830526084,0.17917977,0.13123772,0.14938572,0.12969555,0.41050127
229,52178.550991521835,0.17961793,0.13042766,0.14818768,0.1285354,0.41323134
230,54067.64998092646,0.18034808,0.1336342,0.15109076,0.13154626,0.4033807
231,51963.34477301539,0.17965142,0.13308808,0.15076669,0.13140662,0.40508714
232,51412.07154816803,0.17839307,0.12976514,0.14770027,0.12886474,0.41527686
233,51790.18115701826,0.17928304,0.13108161,0.14849408,0.12924498,0.41189632
234,52190.30469238689,0.180603,0.13227291,0.1496665,0.12948611,0.40797147
235,52033.82786239003,0.18065138,0.1324278,0.14930755,0.12957829,0.40803495
236,50041.99023252836,0.18068819,0.1323311,0.14950123,0.1293462,0.40813318
237,52226.988700552654,0.17989963,0.13041794,0.1482589,0.12833558,0.41308793
238,55685.11314580714,0.18085974,0.133388,0.15031697,0.13085979,0.40457547
239,53777.85611634919,0.17986807,0.13248847,0.14948459,0.13081312,0.4073457
240,52979.576060207684,0.1809292,0.13001704,0.14897959,0.1277171,0.41235706
241,53031.46271576957,0.17982808,0.13108781,0.14890599,0.12899925,0.41117886
242,50152.96784944995,0.1800684,0.13168348,0.14924656,0.12945051,0.40955105
243,50921.60311991556,0.17897901,0.12894027,0.14746028,0.12778531,0.4168352
244,51095.45764852782,0.17995377,0.1311361,0.148841,0.12896627,0.4111028
245,51967.13551946441,0.18009718,0.13210487,0.14947097,0.1300365,0.40829045
246,52125.39509867609,0.18040955,0.1321766,0.14960371,0.12958238,0.40822774
247,52518.572105488936,0.18024817,0.1317336,0.1492154,0.1292276,0.4095752
248,51522.72664026726,0.18020375,0.13169059,0.14933702,0.12928718,0.40948144
249,52182.13826463445,0.18038453,0.13115595,0.14854884,0.1284886,0.41142207
250,49913.277249741805,0.18000901,0.13175987,0.14894946,0.12977675,0.4095049
251,49697.49547337517,0.17927514,0.1302579,0.14833328,0.12899785,0.41313577
252,48757.39327973978,0.1801713,0.13108271,0.14839312,0.12891427,0.41143852
253,49641.773317975654,0.18012145,0.1312893,0.14893869,0.12911016,0.4105404
254,47809.061036922605,0.18051668,0.13246346,0.14975005,0.12999122,0.40727854
255,46783.79149169707,0.18015711,0.13049069,0.14836651,0.128056,0.41292968
256,44741.37211585376,0.17999405,0.13079046,0.14892387,0.12886162,0.41142997
257,43860.52098168812,0.17953278,0.13051064,0.14866976,0.12891951,0.41236737
258,41593.10937880299,0.17990774,0.13055252,0.14834161,0.1285956,0.41260254
259,39219.17801849834,0.17921157,0.12985392,0.1477703,0.1285564,0.41460776
260,38463.58115421693,0.17868757,0.13131489,0.14914533,0.13060483,0.41024742
261,39774.667845436365,0.17836557,0.13251868,0.15117233,0.13312075,0.40482265
262,41124.60179077724,0.18026617,0.13318935,0.15053867,0.13122094,0.4047849
263,43137.70974471193,0.17905581,0.1319969,0.14918746,0.13113266,0.40862718
264,41100.16960191479,0.17637092,0.1324347,0.15035322,0.13532895,0.40551224
265,40712.88107216992,0.17671622,0.12908788,0.14780307,0.13057847,0.4158143
266,40591.24825386808,0.17955954,0.13170694,0.14912346,0.13031295,0.4092971
267,43556.210891394076,0.1796897,0.1311194,0.14863731,0.12908508,0.41146848
268,42609.49562816904,0.182702,0.13555685,0.15102738,0.13151202,0.39920172
269,42909.16272181665,0.1812242,0.13218145,0.14905593,0.12878455,0.4087539
270,44328.12950948465,0.17689553,0.13138042,0.14977545,0.13340545,0.40854317
271,43594.009821774205,0.17755002,0.1321342,0.15023085,0.1330801,0.40700477
272,41966.23830587455,0.17949457,0.13212018,0.1497865,0.1307149,0.40788385
273,43679.195731865664,0.17958073,0.13089037,0.14839761,0.12918621,0.41194507
274,42421.10589484367,0.18021852,0.13434374,0.15119398,0.13228332,0.40196046
275,43230.84900009087,0.17934276,0.1303535,0.14826217,0.12864293,0.4133986
276,44381.5214141059,0.1802313,0.1328877,0.14990482,0.13052042,0.40645576
277,45565.7363032645,0.17985523,0.13253662,0.1499186,0.13077445,0.40691516
278,42966.139583469645,0.17961964,0.13255614,0.14987262,0.13084112,0.40711045
279,44623.00561420218,0.17944098,0.1313492,0.14934722,0.12961863,0.41024396
280,46337.73284903464,0.18022418,0.13250904,0.14969115,0.13005885,0.4075168
281,45817.95443563912,0.17986903,0.1325095,0.14946398,0.13025673,0.40790084
282,44837.04765430626,0.18040822,0.13248238,0.14965622,0.12970251,0.40775064
283,43781.56098736348,0.18029457,0.13156387,0.14876184,0.12894748,0.41043216
284,43166.57659779658,0.17914708,0.13103117,0.14838322,0.12940024,0.41203836
285,43377.24155878431,0.17916273,0.12953886,0.14703389,0.12887374,0.41539076
286,43445.57720268482,0.17930059,0.13181524,0.14916755,0.13054402,0.40917256
287,45772.224660066975,0.18037571,0.13210295,0.14909782,0.12957622,0.4088472
288,43931.845820258895,0.17988558,0.13311537,0.15065458,0.13205287,0.40429157
289,44484.44353446945,0.17974691,0.13113266,0.1489993,0.1291599,0.41096124
290,46458.5685715345,0.17965381,0.13158841,0.14853337,0.13075553,0.40946892
291,46025.0126358063,0.17948064,0.13349399,0.15066747,0.13318284,0.40317512
292,45783.673443921885,0.18011567,0.13176262,0.14934304,0.12986791,0.40891084
293,46756.8749001853,0.17991748,0.13217413,0.149173,0.1298069,0.40892845
294,46400.52557214229,0.17980514,0.1324304,0.1498224,0.13085592,0.40708607
295,46585.410668827746,0.17936233,0.13094045,0.14879736,0.12938416,0.4115157
296,45226.47354329087,0.1787776,0.12996376,0.14779584,0.12865308,0.41480976
297,44409.60900134427,0.1790243,0.13037273,0.1482149,0.12885101,0.41353706
298,44011.92493967945,0.18008183,0.13131794,0.14880568,0.12895592,0.4108386
299,42769.13735903843,0.17989011,0.13170114,0.1491319,0.1297012,0.40957564
300,43444.1306587106,0.17971148,0.13089894,0.14877331,0.1288958,0.41172048
301,43215.16893006458,0.18023735,0.13219905,0.14930883,0.12969437,0.40856037
302,42828.52428398261,0.1800061,0.1315345,0.14880496,0.12913057,0.41052383
303,44036.983533004466,0.1800303,0.13156554,0.1490249,0.12911998,0.4102593
304,44303.55268613394,0.18031538,0.13274133,0.15003325,0.13044511,0.4064649
305,43180.679502363244,0.18000388,0.13170876,0.14875492,0.12916996,0.41036248
306,43259.74401992884,0.18038517,0.13132538,0.14844073,0.12860599,0.4112428
307,42182.26149428378,0.18132177,0.13139518,0.148786,0.12846906,0.410028
308,43931.401264611406,0.17966521,0.13021193,0.14818446,0.12812218,0.41381618
309,42850.5716703872,0.1808648,0.13350463,0.15039764,0.13072747,0.4045055
310,41067.58358465624,0.17973217,0.13077997,0.14868481,0.12872784,0.4120752
311,39639.453700991005,0.1791547,0.12886499,0.14634794,0.12724128,0.4183911
312,39974.67142776193,0.17949364,0.1306,0.14814158,0.12854026,0.41322446
313,39245.61384134883,0.18028282,0.13199396,0.14931068,0.12952818,0.40888447
314,39389.16792771399,0.17945679,0.1304339,0.14818048,0.12854084,0.41338798
315,39336.66927225028,0.18020603,0.13215141,0.14961416,0.12983935,0.40818912
316,40556.40798219429,0.18046145,0.13160592,0.14871502,0.12887157,0.410346
317,38398.46989551469,0.18018436,0.13236973,0.1495594,0.12984201,0.40804458
318,37746.374229518515,0.18017086,0.13131951,0.14868183,0.12873492,0.41109285
319,37036.72738790728,0.17984751,0.13059774,0.14853348,0.12851076,0.41251048
320,35731.443111651155,0.18020685,0.13111526,0.14832388,0.12849726,0.41185677
321,35587.78145233772,0.17948286,0.1299015,0.14752105,0.12774214,0.41535246
322,36292.25100542082,0.17959365,0.13199064,0.14985113,0.13003205,0.40853256
323,36394.00963498132,0.18005826,0.13155973,0.14921178,0.12911522,0.41005507
324,37159.60748642255,0.18031172,0.13182616,0.14901635,0.12912005,0.40972567
325,37700.98969425374,0.17959493,0.1324958,0.1500786,0.13067827,0.40715238
326,38290.41631778788,0.1802189,0.13236032,0.14988442,0.13005105,0.4074853
327,37636.966527739554,0.17994659,0.13226359,0.14888267,0.12990445,0.40900263
328,36600.24544493512,0.17927675,0.1307969,0.14835648,0.12924683,0.41232306
329,36988.89556962684,0.18017673,0.13207272,0.14964746,0.12957254,0.40853056
330,37014.544473032096,0.18048488,0.13224182,0.14944929,0.12947246,0.40835163
331,36356.12288192549,0.17959505,0.13060568,0.14792866,0.12891631,0.41295427
332,37136.172662309815,0.18006732,0.1318132,0.14856316,0.12930672,0.4102496
333,38349.14813790777,0.17971697,0.13244654,0.14912832,0.13069624,0.40801194
334,39953.40512809264,0.18011624,0.13263586,0.1498068,0.13039397,0.40704718
335,40170.250270780416,0.1795785,0.132278,0.15026546,0.13091786,0.40696025
336,39493.771573138816,0.18016163,0.13174538,0.14897208,0.12926997,0.40985096
337,38834.07683277041,0.17978354,0.13052797,0.14871672,0.12838164,0.41259015
338,39544.60385417524,0.1797837,0.1318471,0.14927368,0.12975976,0.40933573
339,44267.18840663512,0.17903452,0.13250102,0.15059143,0.13194594,0.40592706
340,54970.34837469345,0.1787152,0.12672952,0.14619409,0.12659548,0.4217657
341,61017.39412463675,0.17746527,0.1286859,0.15201485,0.13170984,0.41012415
342,58641.18315869355,0.16627438,0.11430176,0.13811207,0.12530865,0.4560032
343,57590.36058662931,0.17560275,0.12579244,0.14667946,0.12860927,0.4233161
344,56096.24298411408,0.1791606,0.12973452,0.14718626,0.12903884,0.41487983
345,57830.46210462072,0.17826915,0.12926582,0.14795779,0.12865661,0.41585064
346,56903.00694622827,0.18026069,0.13251275,0.14982906,0.13043149,0.406966
347,59120.497488473855,0.17947704,0.13057333,0.148242,0.12889436,0.41281334
348,55537.0517614908,0.17872755,0.13256593,0.15060814,0.13210836,0.40599
