step,portfolio_value,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5
164,120437.26767282067,0.0031658814,0.04998818,0.06681738,0.080197684,0.5326573,0.26717356
165,120677.9510127124,0.0031535847,0.050244994,0.06655364,0.08012193,0.53416425,0.26576164
166,121345.55355132987,0.003117359,0.04980521,0.06615039,0.0797987,0.53500193,0.26612645
167,119287.1746850461,0.0031008853,0.050004583,0.06663686,0.07909854,0.53494203,0.26621708
168,117574.1142285997,0.003121267,0.049882147,0.06651483,0.07948318,0.53461623,0.26638237
169,116291.38601603176,0.003117626,0.04996045,0.06667739,0.07950731,0.5357156,0.26502162
170,117718.44197764722,0.003146803,0.05010408,0.067267604,0.079449594,0.5348471,0.26518482
171,114973.14166536253,0.003079985,0.049882032,0.06661629,0.079745956,0.5350344,0.26564133
172,116481.11049899252,0.0030485897,0.049665563,0.06618082,0.0788313,0.5368822,0.2653914
173,116516.14190382388,0.0031024935,0.05008269,0.06670129,0.079336904,0.5344671,0.2663095
174,116042.31911693283,0.0030855197,0.049802903,0.066335656,0.0792495,0.53519416,0.26633218
175,113516.28268776384,0.0030640846,0.04973906,0.06584266,0.079771385,0.53515726,0.26642555
176,114253.90101215415,0.003080808,0.04973747,0.06622672,0.07991829,0.5350904,0.26594627
177,114348.96663060469,0.0030880051,0.049824648,0.06645643,0.07952562,0.53454095,0.2665644
178,114110.1545400239,0.003075351,0.049454592,0.06655469,0.07930022,0.5359034,0.2657117
179,114050.78849776529,0.0030810898,0.049784437,0.06612743,0.079265505,0.5358507,0.2658909
180,114390.80755469638,0.0030844058,0.049611304,0.06603394,0.079842605,0.5346554,0.26677236
181,114302.51319069535,0.0031625375,0.05031898,0.06650597,0.08027029,0.5339552,0.26578698
182,115521.83227423663,0.0031655885,0.050375823,0.06685842,0.080222316,0.53354883,0.26582906
183,114031.93229202095,0.003187875,0.050468467,0.06681238,0.08022443,0.5333206,0.26598617
184,120760.93805183082,0.0031728519,0.05026859,0.066701315,0.080062576,0.53375065,0.26604405
185,122590.10177198758,0.0032199658,0.050583433,0.06679372,0.08072027,0.53290886,0.26577368
186,121706.12013087443,0.0032343487,0.050656624,0.06721093,0.08068304,0.5315171,0.26669797
187,122435.43710078955,0.0032354074,0.05047505,0.067425966,0.08055079,0.531145,0.26716784
188,122539.12023421636,0.0031960218,0.050223354,0.06701175,0.079834335,0.53379035,0.26594427
189,117031.62910455005,0.0031871067,0.05015901,0.06665514,0.07979637,0.53496426,0.26523808
190,117958.78099351606,0.0031460228,0.050044626,0.066738196,0.07951141,0.5355259,0.26503387
191,116671.37323493182,0.0031243607,0.050223988,0.06631927,0.07987994,0.53507054,0.26538187
192,118440.9809316056,0.003143119,0.050286546,0.06667844,0.07981618,0.53422934,0.26584634
193,125086.329716335,0.0031507264,0.050321765,0.0668013,0.07973988,0.534026,0.2659603
194,127381.23290685745,0.0031342101,0.05019443,0.06651483,0.08028523,0.53397477,0.26589653
195,129473.65858624778,0.0031314304,0.050211877,0.066634886,0.080145665,0.53397685,0.26589936
196,131811.05055459944,0.0031011314,0.049928065,0.06645987,0.08023483,0.53350824,0.2667678
197,130650.06220901036,0.0030616333,0.04966994,0.06594894,0.080250405,0.53355473,0.2675144
198,131276.97314192902,0.0030578433,0.049333278,0.065919295,0.07967464,0.53492785,0.26708707
199,129325.83756836888,0.0030161557,0.048944212,0.065482445,0.07924346,0.5363942,0.26691958
200,127816.90495325794,0.0029292481,0.04857327,0.06505407,0.0783068,0.53938043,0.26575628
201,130055.09967688972,0.0029261087,0.04863938,0.064830765,0.07823509,0.5404445,0.2649242
202,131430.9926587923,0.0029143712,0.048649855,0.06503314,0.07810644,0.53960574,0.26569054
203,130463.76738047593,0.0029529931,0.049049783,0.06537531,0.07872884,0.53757113,0.2663219
204,129229.18960218814,0.0029061048,0.048701447,0.06488535,0.07874591,0.5384145,0.26634675
205,131046.84166131927,0.0028971217,0.04868937,0.06490825,0.07882598,0.53752476,0.26715448
206,130419.1780731545,0.0029026817,0.048870575,0.064954676,0.07859212,0.5385656,0.2661144
207,132344.841297325,0.0029449824,0.049028363,0.06546967,0.0786816,0.53777754,0.26609784
208,130871.72489731091,0.0029287278,0.048923388,0.06529667,0.07839129,0.53878343,0.26567647
209,132366.6253218853,0.0029488504,0.04892014,0.06509519,0.07841808,0.53947335,0.26514438
210,135183.0145786518,0.0029678473,0.04890494,0.06507583,0.078903005,0.53863305,0.26551533
211,134838.03160792455,0.0029539124,0.048870265,0.06536863,0.07855022,0.5379239,0.2663331
212,136941.3807696398,0.0029363162,0.048770074,0.065018624,0.07846292,0.538452,0.26636007
213,138988.9935991539,0.00292102,0.048785426,0.06535245,0.07809207,0.53842884,0.26642025
214,141518.59922837035,0.0029357255,0.048942823,0.06545954,0.078429945,0.53788954,0.26634243
215,142122.66677647614,0.0029141968,0.048826367,0.06513595,0.07829494,0.5389499,0.26587862
216,143352.00208526984,0.0029129395,0.04871098,0.065505,0.07798567,0.53883713,0.2660483
217,147402.73775892975,0.002882429,0.04861064,0.06541852,0.07789052,0.5385713,0.2666266
218,146674.2282099545,0.0028781074,0.048594814,0.06562357,0.07758643,0.5389432,0.2663739
219,147786.50412894879,0.0028716393,0.04852469,0.06538304,0.077766925,0.5381827,0.26727104
220,151715.2474017229,0.0028640977,0.048488032,0.06520217,0.077943005,0.53772354,0.26777908
221,153631.25541467807,0.0028365552,0.048421577,0.06515823,0.077688105,0.538546,0.26734948
222,146073.78910098414,0.0028152252,0.048375156,0.06523242,0.077560924,0.53862625,0.26739
223,145833.48783388737,0.0027871113,0.04836208,0.06507633,0.07703279,0.5397181,0.26702356
224,144780.51178796828,0.0027843195,0.048264336,0.06499214,0.07742691,0.53912526,0.26740706
225,145629.57419043343,0.0027452842,0.047900766,0.064902,0.07679188,0.54035974,0.2673003
226,149568.7785064598,0.002724962,0.047612507,0.06449564,0.077231765,0.5400321,0.26790306
227,148545.46428499836,0.0027034353,0.047508504,0.064107805,0.07730667,0.5399433,0.26843026
228,144784.0225007073,0.0027108241,0.047659937,0.06424315,0.07767097,0.53875536,0.26895982
229,142186.40060607114,0.0026901045,0.047625776,0.063828625,0.07745696,0.54049253,0.26790595
230,140103.45403563773,0.002704186,0.04764768,0.06395591,0.07784114,0.5387482,0.26910287
