step,portfolio_value,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5
0,96334.3604871023,0.01014971,0.97964865,0.0027780859,0.006018725,0.00031433624,0.0010904237
1,97295.38267376568,0.0135045415,0.97356105,0.0038639589,0.007162102,0.00051851716,0.0013897927
2,96261.86050706277,0.0128989555,0.9747318,0.0035498524,0.0071268776,0.0004959324,0.0011967558
3,99704.85399618385,0.018559,0.96056867,0.0056423964,0.012299869,0.00095109624,0.0019789664
4,100129.60965306567,0.020938436,0.95504344,0.0063443384,0.014080094,0.0012512369,0.0023426048
5,100581.24357695828,0.02304493,0.94307363,0.007899738,0.020799331,0.0016984327,0.0034838312
6,102713.85414332173,0.030448046,0.9299133,0.007991755,0.025470264,0.0021456801,0.004031114
7,102653.39427814224,0.03361043,0.9281791,0.00883127,0.02243551,0.0031036795,0.0038401077
8,103650.35301819294,0.052321427,0.8953049,0.013723695,0.025955638,0.006348635,0.0063456357
9,104446.39700191349,0.09257753,0.82191354,0.020927146,0.03112234,0.018392757,0.015066734
10,103887.43641037954,0.095775634,0.81707966,0.018527249,0.02793959,0.023387749,0.017290084
11,103865.25139743056,0.09270054,0.80951333,0.016030706,0.02615358,0.03357415,0.02202776
12,105937.26108437068,0.056490395,0.8714192,0.009141831,0.022250885,0.025169827,0.015527853
13,108261.79687308645,0.073739946,0.84012806,0.0102964,0.02019473,0.037014194,0.018626615
14,109047.18929984889,0.09264143,0.7924385,0.014127915,0.021880068,0.051353198,0.027558982
15,108573.53424427366,0.09455482,0.8032805,0.014916858,0.021211818,0.04244576,0.023590317
16,110298.0082072615,0.087513246,0.8349595,0.011424565,0.016627334,0.03222873,0.017246759
17,111799.78244540388,0.07395578,0.87200195,0.0097438125,0.012950853,0.021104632,0.010243141
18,109663.80210412467,0.07281067,0.87693506,0.011022489,0.01070822,0.0181503,0.0103733055
19,110672.89826644228,0.067690134,0.88366705,0.010719009,0.011352533,0.017072849,0.009498449
20,111585.52962728137,0.059501447,0.89147097,0.012817248,0.010276765,0.016074896,0.00985871
21,115575.8508301679,0.060727496,0.8899398,0.011342074,0.009551289,0.018638458,0.00980086
22,117726.4442637584,0.07238601,0.8530572,0.015641447,0.0131648015,0.028801475,0.016949067
23,115885.08759824105,0.073360935,0.8635159,0.013399079,0.011329105,0.024461562,0.013933569
24,118050.09123128647,0.04403562,0.9252269,0.0060213613,0.0075749126,0.011149116,0.0059920517
25,116053.18379571888,0.045071676,0.91946155,0.0066265687,0.008624146,0.013474811,0.006741252
26,115264.34023722194,0.04574689,0.92041934,0.006531884,0.008129569,0.012858517,0.0063138255
27,115468.66967134428,0.048749983,0.91436285,0.009428603,0.0074670366,0.012983538,0.0070079756
28,117492.59670814504,0.050015073,0.8964479,0.015877927,0.012635878,0.014890137,0.010133131
29,117243.68192506507,0.061975036,0.84841084,0.036482126,0.017448533,0.017852843,0.017830646
30,118753.63664171817,0.07288661,0.8330224,0.041536115,0.0139029585,0.017742503,0.020909486
31,117393.89686636551,0.06474891,0.8596169,0.033175193,0.013174733,0.012009805,0.017274475
32,116605.27701590084,0.05021663,0.89033544,0.027537655,0.009520265,0.006673228,0.015716694
33,113567.3470798604,0.030942291,0.9354487,0.01638274,0.0059702653,0.0031371189,0.008118883
34,113925.58788802744,0.03459742,0.9165855,0.024512952,0.008955495,0.0031988176,0.012149799
35,114262.92795648098,0.045383118,0.87110394,0.040092222,0.015290842,0.005667135,0.022462696
36,112245.72791410796,0.038960773,0.89773536,0.028936226,0.012278839,0.003968808,0.018119931
37,113202.24462995108,0.034239173,0.9159032,0.020756248,0.011244618,0.0031132866,0.014743492
38,112836.57177461965,0.026762439,0.9332668,0.015768971,0.0104786595,0.00209872,0.011624439
39,111289.3790413553,0.02871812,0.92901164,0.014874381,0.013431291,0.0017093894,0.012255254
40,111658.39575455719,0.033631388,0.9182641,0.014516001,0.01761226,0.0018686302,0.014107729
41,115414.18239745713,0.03073264,0.9324429,0.009261554,0.018266562,0.0012704129,0.008025961
42,117468.50714073883,0.018930394,0.95809156,0.005697632,0.012107687,0.00071990443,0.0044528907
43,115802.62816440924,0.019218843,0.9545871,0.006687144,0.014241881,0.0012828099,0.0039823065
44,116718.45109460477,0.023010893,0.94535464,0.008199836,0.0174705,0.0022839117,0.0036803
45,114996.67443726063,0.038066722,0.89923894,0.016810829,0.033997416,0.0055892044,0.0062969374
46,113465.15468019452,0.045328874,0.8920509,0.016966268,0.031179924,0.007344612,0.0071293395
47,114881.9022377603,0.04611838,0.88141954,0.017474633,0.03509589,0.010393135,0.009498473
48,116626.70354563597,0.06041075,0.8320036,0.02549518,0.05430103,0.013453795,0.014335667
49,117089.43861533454,0.06687616,0.8007762,0.031792995,0.0641145,0.01581995,0.020620087
50,119353.89339851945,0.07756209,0.8120103,0.02332898,0.048436347,0.01581779,0.022844488
51,118820.36772767497,0.106052235,0.7793539,0.025367357,0.03565035,0.022701211,0.030874845
52,120202.65394074724,0.108643495,0.7839862,0.021111676,0.031303745,0.024828758,0.030126149
53,121778.59506247331,0.08782315,0.8252441,0.016153827,0.02614164,0.023055717,0.021581626
54,120671.80638087791,0.073905066,0.842414,0.012640934,0.021380473,0.027754331,0.02190523
