step,portfolio_value,weight_0,weight_1,weight_2,weight_3,weight_4
113,94194.38892414796,-1.3190278,-1.6442503,-1.5074668,-1.655597,-0.48638716
114,93815.67583490767,-1.3226023,-1.6483167,-1.5079591,-1.6554947,-0.48671404
115,93460.62079451769,-1.3434039,-1.672482,-1.5253758,-1.6716653,-0.49768618
116,96339.12672412618,-1.3246324,-1.6501268,-1.508651,-1.6550428,-0.4864942
117,95378.20728477617,-1.3042912,-1.6213917,-1.4847336,-1.631035,-0.48002842
118,96208.83701002081,-1.3189263,-1.6424607,-1.5065346,-1.6527216,-0.48440352
119,95196.80747302056,-1.3142607,-1.6351644,-1.4926658,-1.6410671,-0.48708674
120,97335.75742261752,-1.3325399,-1.6522509,-1.511065,-1.6518724,-0.48910704
121,98992.73648559702,-1.3119371,-1.6251366,-1.4896004,-1.6311824,-0.48556307
122,99245.61106727361,-1.3081224,-1.6204668,-1.4860213,-1.6269333,-0.48283747
123,100607.82474529104,-1.3136731,-1.6321646,-1.4972794,-1.6412475,-0.48374715
124,102076.43262904014,-1.3031418,-1.619848,-1.4864831,-1.6323159,-0.48106745
125,103343.30266852776,-1.3109386,-1.6308521,-1.494493,-1.6403354,-0.4847156
126,103801.95925461412,-1.3083029,-1.6300267,-1.4952753,-1.6437917,-0.4841545
127,105704.95878353878,-1.3124996,-1.6329099,-1.4962492,-1.6420524,-0.4830015
128,104902.90019568565,-1.3129051,-1.6338915,-1.4967964,-1.6434755,-0.4851226
129,103272.33753435238,-1.3223169,-1.6467241,-1.5059707,-1.6536367,-0.48945913
130,103192.16646273393,-1.319002,-1.6436864,-1.5056021,-1.6529253,-0.4863297
131,104241.65522050658,-1.3188803,-1.6427188,-1.5051706,-1.6514664,-0.4859548
132,102686.40053082681,-1.312535,-1.6354532,-1.4992349,-1.6471592,-0.48420432
133,106224.76869954761,-1.3349932,-1.6675506,-1.5239165,-1.674291,-0.496563
134,106092.3941705863,-1.3418779,-1.6812652,-1.5308542,-1.685177,-0.51001835
135,108464.33924791799,-1.3224382,-1.6483556,-1.5064094,-1.6546748,-0.4890131
136,108778.1018216903,-1.3310187,-1.6525658,-1.5062454,-1.6485713,-0.49038854
137,109028.94485094243,-1.3440881,-1.677859,-1.5303288,-1.6763337,-0.48935917
138,110903.92121388773,-1.3238224,-1.6436582,-1.5021112,-1.6447513,-0.48893812
139,110614.02456727797,-1.3152349,-1.6314948,-1.4916391,-1.6342201,-0.48594984
140,110838.89313392271,-1.3288134,-1.643345,-1.4991901,-1.6375086,-0.48931804
141,109685.58816632774,-1.3151224,-1.6348912,-1.495945,-1.6414783,-0.48902825
142,110646.68631111996,-1.3369048,-1.6693357,-1.5227361,-1.6726949,-0.50022244
143,109916.54359720465,-1.3236548,-1.6425613,-1.4999406,-1.6422241,-0.48881605
144,110627.06818057077,-1.3328238,-1.6508303,-1.5049446,-1.6459384,-0.49302194
145,107223.08968326435,-1.3284469,-1.6557795,-1.5114481,-1.6592999,-0.4919428
146,107552.31843721496,-1.3432846,-1.6756638,-1.5300128,-1.6774194,-0.4949042
147,102283.85996138887,-1.3277638,-1.6566099,-1.5100775,-1.659197,-0.4919379
148,101631.71317311504,-1.3678176,-1.7052484,-1.5517459,-1.6966436,-0.5033477
149,97006.75571188028,-1.3642343,-1.699903,-1.5375018,-1.6837087,-0.50576824
150,102300.53836964935,-1.379241,-1.7151918,-1.5500817,-1.6945124,-0.51403487
151,97655.78529638225,-1.3371624,-1.658564,-1.5013626,-1.6453242,-0.49967745
152,101098.19904780964,-1.367831,-1.6991317,-1.5421131,-1.684295,-0.50725114
153,102471.76135071553,-1.3261247,-1.6465477,-1.4987674,-1.6432555,-0.49294958
154,102921.33477197321,-1.3192832,-1.6404468,-1.5002697,-1.6458632,-0.4873487
155,101324.96548001314,-1.3263011,-1.6540288,-1.5106976,-1.6604034,-0.49596593
156,100633.91330226173,-1.331409,-1.6624048,-1.5162685,-1.6674398,-0.4974251
157,95742.21188952717,-1.3243325,-1.6505483,-1.5103662,-1.658152,-0.48982742
158,92283.70799711712,-1.3568802,-1.6894029,-1.5315118,-1.6788446,-0.5049078
159,92090.74789279167,-1.3588626,-1.6945211,-1.5440807,-1.6917008,-0.5036322
160,96817.66429586629,-1.3403351,-1.6730667,-1.5291362,-1.6773663,-0.49624833
161,98044.66847075678,-1.305974,-1.6240187,-1.4838014,-1.6317548,-0.48520628
162,96738.38269066284,-1.3175242,-1.64274,-1.5004377,-1.6495872,-0.48850164
163,99286.55450438993,-1.3415658,-1.6735324,-1.5262175,-1.6738486,-0.49349424
164,102085.43829261852,-1.3104193,-1.6261638,-1.4843616,-1.62906,-0.4842293
165,102823.8800944981,-1.3045521,-1.6246718,-1.4900937,-1.6377213,-0.48159686
166,103363.83142024466,-1.308113,-1.6272581,-1.4904387,-1.6372801,-0.48482373
167,101656.58639638746,-1.318753,-1.6424066,-1.5027223,-1.6497447,-0.48810938
168,99642.82430929494,-1.3207114,-1.6431689,-1.5063987,-1.6517124,-0.48682043
169,100095.13813526544,-1.3152134,-1.6382984,-1.5022025,-1.6488358,-0.48431858
170,102284.73924156182,-1.3036921,-1.6203369,-1.4843338,-1.6304536,-0.4821674
171,102061.69757795628,-1.3041046,-1.6244193,-1.4902191,-1.6376874,-0.48267987
172,99843.52232700333,-1.3158469,-1.6341995,-1.4964504,-1.6401747,-0.4853008
173,100700.66740124798,-1.3309673,-1.6567732,-1.5143616,-1.6596766,-0.4908009
174,102375.15140744508,-1.3060615,-1.6233162,-1.4877911,-1.6329958,-0.48288986
175,103589.20078951884,-1.3055451,-1.6237401,-1.4872255,-1.6337893,-0.4813529
176,105375.98028358993,-1.3175013,-1.6379334,-1.4978235,-1.6429441,-0.48665264
177,108037.5622556124,-1.3102102,-1.6275495,-1.4906235,-1.6351215,-0.48541126
178,108900.02941677773,-1.3177928,-1.6370915,-1.4930272,-1.6397817,-0.49188128
179,108252.89911031057,-1.3143219,-1.6374298,-1.4923327,-1.6411173,-0.4854881
180,106834.29408953547,-1.3360187,-1.6679627,-1.52173,-1.6700513,-0.49341777
181,103821.99779171946,-1.3380408,-1.6641067,-1.521863,-1.6651373,-0.4927841
182,104786.54398932628,-1.34808,-1.6769248,-1.5221784,-1.6672782,-0.50017965
183,105201.79755549337,-1.3128436,-1.6318376,-1.492681,-1.6378341,-0.48553726
184,105518.78452336504,-1.3249614,-1.6530906,-1.5091729,-1.6567342,-0.48774675
185,104143.42531215728,-1.3304782,-1.6595616,-1.51495,-1.6630759,-0.4927204
186,102589.62500078244,-1.3210835,-1.6479405,-1.5119612,-1.6615429,-0.49399236
187,100824.43114351897,-1.3392617,-1.6724346,-1.5261328,-1.6744024,-0.49485448
188,98471.1505059942,-1.326549,-1.6540037,-1.5125988,-1.6606896,-0.489435
189,99254.84530353916,-1.3449597,-1.6784939,-1.530421,-1.6794987,-0.49778906
190,102191.50052289311,-1.3442819,-1.6758262,-1.5185657,-1.6648388,-0.4969578
191,104372.63258956281,-1.3208048,-1.6378793,-1.4909434,-1.634093,-0.48835346
192,104226.810054483,-1.3233957,-1.6486996,-1.5029869,-1.6504683,-0.48874572
193,108036.32588393237,-1.3203884,-1.6457762,-1.5059495,-1.653684,-0.48760054
194,109143.49890325966,-1.301563,-1.6199421,-1.4851918,-1.6323671,-0.48021385
195,109702.06157137705,-1.314038,-1.6379727,-1.4989631,-1.6470041,-0.4855186
196,110690.46761384122,-1.3255557,-1.6528431,-1.5105183,-1.6585823,-0.49048886
197,113871.06245385655,-1.3170407,-1.6434222,-1.5030956,-1.6536328,-0.49105147
198,112247.75684945253,-1.3319794,-1.664841,-1.5174506,-1.6710653,-0.50005585
199,113851.65376216405,-1.3324066,-1.6646067,-1.5204599,-1.6701561,-0.49300644
200,110277.78096573323,-1.3271099,-1.654281,-1.5076351,-1.6549629,-0.48972026
201,110148.4231991066,-1.3516327,-1.6910218,-1.5376871,-1.6880709,-0.49859664
202,111033.93520321204,-1.3259203,-1.6477473,-1.5065243,-1.6498523,-0.48988953
203,112690.28066978262,-1.3263884,-1.6479609,-1.504641,-1.6481986,-0.4892747
204,110200.87139707436,-1.3132741,-1.6332129,-1.4940789,-1.6403592,-0.48571154
205,107295.63676759308,-1.3190174,-1.6473287,-1.5075555,-1.659259,-0.49396852
206,110004.35743267242,-1.3067917,-1.6364659,-1.4990768,-1.6540843,-0.4984829
207,111825.08434169907,-1.3166598,-1.6388562,-1.4980476,-1.645921,-0.49231544
208,110479.59661530421,-1.2961458,-1.6113843,-1.4804666,-1.6273038,-0.48166886
209,108460.96033651989,-1.312808,-1.6364057,-1.4990642,-1.6483116,-0.48636308
210,108990.50695676904,-1.317116,-1.6401175,-1.4997284,-1.6480439,-0.48974147
211,113326.49402536855,-1.3087711,-1.6288012,-1.494412,-1.6407228,-0.48359695
212,112583.88511401703,-1.3024302,-1.6166619,-1.4803553,-1.6248226,-0.4790174
213,112816.71443483909,-1.3065035,-1.6288162,-1.4952431,-1.6439329,-0.48016456
214,114149.6733714612,-1.3053205,-1.6260697,-1.4931519,-1.6404822,-0.48228553
215,110905.32743868607,-1.3091311,-1.6294777,-1.4928095,-1.6397464,-0.4830182
216,110469.95919669014,-1.3296068,-1.6551822,-1.512568,-1.6584115,-0.4914334
217,113778.6800850835,-1.331,-1.6639591,-1.5200443,-1.66978,-0.49046794
218,113385.74542121972,-1.3182292,-1.6460305,-1.5049603,-1.6552777,-0.48423323
219,114443.44523169691,-1.3137653,-1.6404116,-1.5039256,-1.6542261,-0.4868007
220,113509.67464140955,-1.3058991,-1.6259217,-1.4889915,-1.6370765,-0.48283544
221,110601.72106932069,-1.3130394,-1.6339779,-1.4976988,-1.6440737,-0.48417225
222,108521.04565924683,-1.3307769,-1.6579295,-1.5151653,-1.6622707,-0.49297366
223,105983.91106531848,-1.3222821,-1.6502479,-1.5113418,-1.6618242,-0.4920819
224,106755.37014820486,-1.317064,-1.6427348,-1.5024967,-1.6524751,-0.49082276
225,104791.18559082161,-1.30378,-1.6238662,-1.4893911,-1.6380721,-0.48465988
226,103598.03375531996,-1.3198627,-1.6457953,-1.5070977,-1.6556026,-0.48936084
227,107650.0414968712,-1.3082564,-1.6309301,-1.4987662,-1.6473982,-0.48271117
228,106090.03571518128,-1.3032455,-1.6227263,-1.4895744,-1.6368542,-0.48358718
229,108933.79711569907,-1.3154819,-1.6400659,-1.5033672,-1.6523447,-0.48619536
230,109982.81095436531,-1.3138697,-1.6319207,-1.4923086,-1.6376779,-0.48870507
231,110616.72387929929,-1.3095098,-1.6310731,-1.4965744,-1.6443194,-0.48643425
232,112182.14033420247,-1.3152978,-1.6392322,-1.5014358,-1.6502771,-0.490077
233,111769.61699715648,-1.3122559,-1.6325717,-1.4956744,-1.6423788,-0.4858071
234,111549.17018130359,-1.3075874,-1.6276664,-1.4932806,-1.64071,-0.4828951
235,108496.04532259691,-1.3065915,-1.6237737,-1.4909613,-1.6358421,-0.4833261
236,109713.09691828123,-1.3191133,-1.6409194,-1.5040209,-1.6497276,-0.4831057
237,108536.29822349035,-1.3037536,-1.6213504,-1.4880753,-1.6341575,-0.48192617
238,106872.25047483304,-1.3046844,-1.6251148,-1.491782,-1.6393826,-0.4814799
239,105295.78483743995,-1.3223968,-1.6495532,-1.5104513,-1.6601684,-0.49298754
240,105441.07770303682,-1.3152839,-1.6434382,-1.5065749,-1.6571242,-0.49112806
241,105681.54696804844,-1.3067889,-1.6279242,-1.4959598,-1.643573,-0.48453018
242,104812.25325305638,-1.3270894,-1.6455694,-1.5036287,-1.6464401,-0.49363288
243,106750.46601346329,-1.3106937,-1.6301895,-1.4969778,-1.6428366,-0.48316243
244,105193.65863756248,-1.3076563,-1.6242027,-1.4890289,-1.6337727,-0.48262134
245,106193.72271901344,-1.3097146,-1.6298193,-1.4932811,-1.6413336,-0.4843442
246,106637.33469727883,-1.2960423,-1.6132753,-1.4854221,-1.6322764,-0.47810367
247,107444.90321535885,-1.299109,-1.6193101,-1.4882705,-1.6372645,-0.4785411
248,106703.9935211161,-1.2978203,-1.6165518,-1.4865093,-1.6343887,-0.47729835
249,107251.80629949491,-1.3066888,-1.6286924,-1.4976957,-1.6455032,-0.48158762
250,107092.16964812455,-1.2905481,-1.6102351,-1.4850702,-1.6343144,-0.47899988
