step,portfolio_value,weight_0,weight_1,weight_2,weight_3,weight_4
71,140720.133846677,0.13052271,0.23812562,0.08612308,0.16541648,0.37981206
72,140390.19928032666,0.13054985,0.23772588,0.08570027,0.1652475,0.38077652
73,134882.11481031976,0.13112438,0.2381284,0.08635379,0.16550066,0.3788928
74,136335.80862723629,0.13037282,0.23975924,0.08501623,0.1641742,0.38067755
75,135090.01512807154,0.12972717,0.237603,0.085122414,0.16442339,0.38312396
76,132492.58666301376,0.1301846,0.23858371,0.085115254,0.1643825,0.38173395
77,132571.77671745568,0.12819381,0.23814899,0.08311618,0.16305518,0.38748592
78,137771.11034798346,0.12716232,0.23954718,0.081439435,0.16205458,0.38979647
79,138133.3515260745,0.12761366,0.23777492,0.082424514,0.16237678,0.38981014
80,136117.01891809015,0.12815948,0.23767056,0.083291546,0.16289549,0.387983
81,135804.6778256321,0.1297439,0.23766406,0.08518627,0.16451895,0.3828868
82,135730.7252049716,0.12956434,0.23797742,0.08463396,0.1641572,0.3836671
83,135851.61052717644,0.12980877,0.2378706,0.08474548,0.16430189,0.38327324
84,140529.37166732794,0.13013738,0.23738755,0.08554078,0.16514027,0.38179398
85,141224.3126375208,0.12960358,0.23708093,0.08556417,0.16490848,0.3828428
86,140294.0141090321,0.13059151,0.23781948,0.08608728,0.16544378,0.380058
87,142301.8718964585,0.13023576,0.23754184,0.0857814,0.16531669,0.38112435
88,144438.87506851563,0.12840816,0.236911,0.08443718,0.16403726,0.38620645
89,142408.49515141422,0.12802313,0.236442,0.084477566,0.16414708,0.38691026
90,142051.07902768932,0.12990087,0.23869814,0.08512974,0.16447258,0.38179868
91,143262.1345441823,0.1304258,0.23776405,0.08601363,0.16530757,0.38048887
92,146686.7749171845,0.1294224,0.23705398,0.08527071,0.16472751,0.3835254
93,149278.45590198136,0.13005699,0.23791336,0.08585028,0.16497664,0.3812028
94,149749.88346304506,0.12959145,0.23730855,0.08545399,0.164767,0.38287902
95,152498.0867672614,0.12953527,0.23827943,0.08503793,0.16435546,0.38279185
96,150513.3202545716,0.13007636,0.23815598,0.08582186,0.16476582,0.38118002
97,149919.59069059466,0.12923466,0.23867022,0.08406218,0.16367704,0.38435593
98,151229.35011809095,0.13010985,0.23828524,0.08556292,0.16483565,0.3812064
99,156499.37648939615,0.12871183,0.23742487,0.08396578,0.1637226,0.38617492
100,159452.48310157983,0.12928647,0.2386989,0.08448094,0.16373551,0.38379815
101,159641.67317161354,0.12939209,0.23807053,0.08473239,0.16418816,0.38361686
102,162172.7420208871,0.12804121,0.23805165,0.0832652,0.1630522,0.38758966
103,164990.68726131172,0.13037558,0.2384655,0.085876934,0.16496778,0.38031417
104,166426.65498133402,0.13011338,0.23884447,0.0851635,0.16437744,0.38150117
105,167844.06248756713,0.12920819,0.23754707,0.08489779,0.16434434,0.3840026
106,165508.6713820964,0.13083005,0.23837161,0.08615872,0.16530958,0.37933013
107,169897.92815846257,0.12706648,0.2394847,0.081513844,0.16151468,0.39042035
108,172438.9265881003,0.13071495,0.23888882,0.08604441,0.16495864,0.37939316
109,175907.53748206128,0.13063794,0.23969977,0.08510103,0.1643126,0.38024867
110,178485.5894666933,0.13077307,0.23864388,0.086103156,0.16522144,0.37925842
111,178232.1802764374,0.13085456,0.23897474,0.085756406,0.16484012,0.37957424
112,179600.63885631468,0.13033172,0.2390207,0.0855151,0.16461825,0.38051426
113,179482.3393376056,0.12966175,0.23881146,0.08511805,0.16426542,0.38214338
114,182917.7382198823,0.12715377,0.23834388,0.08201709,0.16213425,0.3903511
115,177932.08198383023,0.13069661,0.23901023,0.085690945,0.16477141,0.37983084
116,182343.8116616868,0.13001756,0.2399731,0.08423471,0.16369633,0.38207823
117,179412.87111038694,0.13047045,0.23844852,0.086161636,0.16482185,0.38009754
118,173355.862292231,0.12972957,0.23884666,0.085040465,0.16421622,0.38216704
119,177338.34692133366,0.12957051,0.23917583,0.08398782,0.16349873,0.38376713
120,179411.025501864,0.1305397,0.23886009,0.086153515,0.16510867,0.37933803
121,179199.6496272614,0.13090004,0.23870121,0.086209916,0.1651872,0.37900165
122,182253.3461018626,0.13117301,0.23840967,0.08631648,0.16552894,0.3785719
123,186633.8331972063,0.12963942,0.23761788,0.08523627,0.16477211,0.38273436
124,187476.3919499709,0.13219085,0.2383791,0.08705644,0.16621411,0.37615955
125,185422.67460662642,0.13118358,0.23832941,0.086568095,0.16567627,0.3782426
126,184784.867651284,0.13082804,0.23850352,0.08598393,0.1653164,0.3793682
127,181500.65067072838,0.1307865,0.23812625,0.08566951,0.16523686,0.3801809
128,182189.97950013753,0.12912571,0.23797232,0.08423757,0.16390923,0.3847552
129,184316.07306681338,0.13059789,0.23776586,0.08587675,0.16533817,0.3804213
130,188349.45564941736,0.12963918,0.23758323,0.08496719,0.16464621,0.38316414
131,189743.00517212795,0.12997073,0.2375598,0.086225845,0.16529465,0.38094893
132,192054.58386512252,0.1300826,0.23818178,0.08539338,0.16483673,0.3815055
133,193658.3599689597,0.1308302,0.2384643,0.085951105,0.16517043,0.37958395
134,193574.04016037495,0.12917428,0.23897961,0.08345161,0.16336036,0.38503414
135,183101.71507646545,0.12870272,0.23825622,0.083616756,0.16352193,0.38590235
136,182032.70200578021,0.12855735,0.23915793,0.08290543,0.16264643,0.3867329
137,184532.4824502128,0.1250732,0.23897424,0.07906993,0.16019574,0.3966869
138,184376.47483181197,0.1307426,0.23864083,0.08588968,0.16502225,0.3797047
139,183663.8829085285,0.1291369,0.23825626,0.08462357,0.1643975,0.38358578
140,180602.58896115873,0.12783493,0.23757643,0.08307124,0.16341221,0.38810518
141,186229.44310312357,0.12835173,0.23777448,0.083079346,0.16321963,0.38757476
142,186856.1381255538,0.13037488,0.23797226,0.08607574,0.1653453,0.38023186
143,184299.41035756408,0.130703,0.23774661,0.08610901,0.16562183,0.37981954
144,179718.08516042453,0.13095455,0.23770645,0.08617722,0.16562729,0.37953457
145,181122.58750320828,0.12997429,0.23789974,0.084977984,0.16458859,0.3825594
146,182144.24458429497,0.13004129,0.23703612,0.085562214,0.16481012,0.38255027
147,182482.08983756602,0.12701517,0.23559499,0.081303835,0.16153616,0.39454985
148,181042.76792109318,0.12964033,0.23693714,0.08544517,0.16471238,0.38326502
149,177558.82557024402,0.13038772,0.23747718,0.08596994,0.16532595,0.3808392
150,178699.28149063003,0.12988482,0.23775843,0.08481886,0.16450927,0.38302863
151,177691.17368911227,0.13028364,0.23790416,0.085202,0.16469847,0.38191178
152,178253.34193390538,0.13094808,0.23788339,0.086165965,0.16559215,0.3794104
153,174823.57302952616,0.13124995,0.23774585,0.086877815,0.16601294,0.37811345
154,171568.51017416792,0.13083267,0.2376973,0.08577956,0.165309,0.38038146
155,168894.05344303005,0.130582,0.23815593,0.08559462,0.16505565,0.3806118
156,167320.0065090964,0.12959047,0.2378477,0.084801935,0.16443422,0.38332564
157,173165.37702579878,0.13037379,0.238371,0.08567879,0.1649907,0.3805857
158,173888.13009912398,0.1313352,0.23861763,0.08665834,0.16563256,0.3777563
159,176604.66108482864,0.13133079,0.23848197,0.08618941,0.16557008,0.3784277
160,172004.0809196289,0.13103454,0.23781517,0.08672094,0.16582194,0.37860736
161,175461.5340272741,0.12953883,0.23775569,0.084105596,0.1639908,0.38460904
162,175888.40057370323,0.13102692,0.23790343,0.08659958,0.16569303,0.37877706
163,182900.6190071201,0.13144378,0.23804818,0.08651014,0.16583869,0.37815922
164,183527.375317294,0.13110591,0.23829035,0.087259114,0.16593438,0.37741026
165,184763.8620322813,0.13116735,0.23803885,0.08677208,0.16589333,0.3781284
166,181449.03702471993,0.12988165,0.23765256,0.08527493,0.16485281,0.3823381
167,184899.1771500737,0.13101752,0.23846774,0.08571195,0.1651331,0.3796697
168,181955.21750655174,0.13176112,0.2385553,0.0869956,0.16586967,0.37681827
169,181763.37485005218,0.13043018,0.23780276,0.08540181,0.16483921,0.38152605
170,181669.99559309715,0.13047697,0.23713458,0.08625622,0.1655382,0.38059402
171,190705.69314613417,0.13079019,0.23801848,0.08601753,0.16540423,0.37976962
172,187309.66384343433,0.13132422,0.23882113,0.0864248,0.16531935,0.37811056
173,189745.40352160172,0.13023122,0.2380737,0.08506815,0.16460644,0.38202044
174,191598.35958664748,0.1302991,0.23725305,0.08589301,0.16518602,0.38136873
175,188820.3927142839,0.13033164,0.23760644,0.08596855,0.16518748,0.38090584
176,186629.0168338653,0.12727025,0.23695123,0.082369655,0.16242003,0.39098886
177,186303.16484630035,0.13072415,0.23765549,0.08607361,0.16548574,0.38006106
178,182784.81035312248,0.13087012,0.23773815,0.08637704,0.16546649,0.37954816
179,178319.7028370097,0.12968661,0.23810422,0.08434586,0.16405216,0.38381118
180,175202.1363589533,0.12890624,0.23790324,0.08389404,0.16357592,0.38572058
181,176789.26001941742,0.1297599,0.23816669,0.08460734,0.1642268,0.38323927
182,172978.1419254523,0.13145772,0.23785168,0.08689133,0.16601984,0.37777945
183,172074.4493714639,0.12926729,0.23738363,0.08442103,0.16392957,0.38499853
184,173991.19852859795,0.13013478,0.23801355,0.08538481,0.16463687,0.38182992
185,175492.07594400705,0.13098729,0.23794992,0.08647166,0.1655255,0.3790656
186,177899.40565062052,0.12978822,0.23820654,0.084903106,0.16432776,0.38277438
187,173840.70624128365,0.13134745,0.23819712,0.08678889,0.1657611,0.37790546
188,179523.17419841827,0.13035218,0.23784156,0.08534049,0.1648531,0.3816126
189,179072.07179820928,0.13132787,0.23835917,0.08694253,0.16580136,0.37756905
190,181243.85160674877,0.1314122,0.23822352,0.08659242,0.1657489,0.37802297
191,181650.0909033951,0.1310227,0.23810601,0.08668951,0.16567577,0.37850595
192,182850.78434683805,0.13173844,0.23797633,0.08711024,0.16616459,0.37701032
193,184320.04006016793,0.13093086,0.23826222,0.08608958,0.1654041,0.37931317
194,183219.55523734205,0.13101187,0.23787498,0.086414255,0.16579263,0.3789063
195,179550.75094987242,0.13032742,0.23790503,0.085466474,0.16491133,0.38138983
196,181843.52135045637,0.13021927,0.23786879,0.08504431,0.164651,0.38221657
197,181552.8274106081,0.1307677,0.23757505,0.08642914,0.16578612,0.37944207
198,176619.01329386214,0.13095355,0.23748116,0.08658542,0.16574043,0.37923944
199,170471.11523002997,0.13031311,0.23838995,0.08496411,0.16458765,0.38174525
200,166096.12948882725,0.12982364,0.23901618,0.084441215,0.16382003,0.38289902
201,166891.83066182284,0.12964895,0.23833816,0.0844481,0.16402328,0.38354158
202,169246.48153063934,0.13085732,0.23872043,0.08600521,0.16508257,0.37933448
203,164960.5143232177,0.12971327,0.23810244,0.08541296,0.16490248,0.38186878
204,160469.7884142108,0.12614155,0.23734467,0.081557944,0.16215152,0.39280432
205,163840.60983342832,0.12688461,0.23683862,0.08182038,0.1621913,0.39226502
206,163408.0034871787,0.12791231,0.23644526,0.083039805,0.1630614,0.3895412
207,164703.238804897,0.12982558,0.23822841,0.084915094,0.16434455,0.38268638
208,168671.49716677258,0.13095854,0.23820695,0.08631125,0.16544996,0.37907332
209,173751.09448399625,0.13027366,0.23800784,0.085987814,0.1651438,0.38058686
210,174788.7683054748,0.13024837,0.23800619,0.08576122,0.16500226,0.38098195
211,175693.11286667804,0.13026603,0.2379459,0.08572525,0.16511054,0.38095224
212,178209.46322604554,0.13079624,0.23818497,0.08590704,0.16530839,0.3798034
213,178456.80403237967,0.13012043,0.2378139,0.085720964,0.16510123,0.3812434
214,173857.81867026887,0.13055132,0.238101,0.085870735,0.16527711,0.38019982
215,177680.83026339673,0.13048792,0.23879707,0.08501283,0.16460714,0.38109514
216,179746.11909928315,0.13068692,0.23823667,0.08625129,0.16533548,0.3794896
217,185672.95072471848,0.13177224,0.2386955,0.08672135,0.1657722,0.37703878
218,186646.56695125008,0.12995797,0.2385575,0.08517006,0.16454044,0.381774
219,184848.9207872978,0.13014302,0.23870254,0.0851067,0.16430925,0.38173854
220,185086.48776873015,0.13034979,0.23845221,0.08551936,0.16487393,0.3808047
221,186724.279274814,0.12961006,0.23867641,0.08475612,0.16434774,0.3826097
222,187366.34923533822,0.12985273,0.2387362,0.08469497,0.16440639,0.38230973
223,186827.60427901984,0.13032362,0.23831154,0.08547247,0.16472897,0.3811634
224,186798.70683409437,0.13097396,0.23834817,0.085652344,0.1652109,0.37981462
225,187326.23453834478,0.132512,0.2375397,0.08758063,0.16685979,0.3755079
226,190830.30807484916,0.13069989,0.23816966,0.08580733,0.16518012,0.38014305
227,189137.1987961407,0.13182354,0.23891893,0.08689985,0.16574615,0.37661147
228,187653.95586186275,0.1303296,0.23881318,0.08474441,0.16441196,0.38170087
229,187293.59045751218,0.12934613,0.23820089,0.08456961,0.16412671,0.3837567
230,184669.17329678396,0.1304768,0.23846774,0.08573764,0.16517358,0.3801442
231,187221.93004928308,0.12989317,0.23801589,0.08536416,0.16487627,0.38185057
232,186131.06636699982,0.13074653,0.23830181,0.08609923,0.16524318,0.37960917
233,189093.83923693423,0.13068928,0.23847407,0.08539533,0.16489235,0.38054898
234,189843.96246665862,0.12940733,0.23734795,0.08580862,0.16513224,0.38230386
235,187390.9070842961,0.13078503,0.23779017,0.086479805,0.16573837,0.3792066
236,187418.39061949973,0.12995857,0.23760448,0.08560472,0.16508617,0.38174608
237,188928.08222366127,0.13054696,0.23775381,0.08613267,0.16555737,0.38000923
238,191278.94798811735,0.13008048,0.23851278,0.08540577,0.16470158,0.3812994
239,193210.70749336315,0.12891895,0.2388263,0.0840796,0.163544,0.3846312
240,194365.8492179601,0.12565798,0.23789233,0.0798455,0.16088746,0.39571676
241,196086.5019573969,0.13004337,0.23764354,0.085687205,0.16502203,0.38160393
242,192373.9437409811,0.13108589,0.23809437,0.08643565,0.16568719,0.3786969
243,195569.46483317052,0.12890519,0.23794588,0.084276214,0.16405486,0.3848178
244,194949.6290857078,0.13115646,0.23796302,0.08664173,0.16585262,0.37838617
245,196073.54638876303,0.13121507,0.2378511,0.0865112,0.1659442,0.37847835
246,197263.52857167093,0.13214475,0.23786299,0.08726337,0.16655205,0.37617686
247,195069.60667782996,0.13160963,0.2380479,0.08677814,0.16604528,0.37751907
248,193126.98714873687,0.13175082,0.23838098,0.08641882,0.1658826,0.37756678
249,190975.11122278203,0.1310769,0.23798008,0.0860369,0.16550468,0.37940142
250,187480.0085877136,0.12989119,0.23753017,0.0851741,0.16472912,0.38267547
251,185327.61355768144,0.13030821,0.23813614,0.085409716,0.16488749,0.38125846
252,185211.76206109085,0.12976608,0.2374829,0.08507084,0.1646827,0.38299754
253,188786.50302439425,0.13051559,0.23758076,0.085777886,0.16532148,0.38080427
254,188120.70789722717,0.13100742,0.23751764,0.086680286,0.16591254,0.37888205
255,189381.6807677269,0.13107349,0.23777002,0.08652066,0.16585079,0.378785
256,187792.55498973237,0.13092217,0.23789625,0.086216636,0.1656231,0.37934193
257,185419.37001532808,0.13024868,0.23806675,0.08516099,0.16474599,0.38177758
258,185153.54341633827,0.13122289,0.23852506,0.08607774,0.16541055,0.37876382
259,183038.56020465307,0.13063984,0.23816845,0.08573778,0.1651551,0.38029885
260,183725.3772932917,0.13132063,0.23803064,0.086621515,0.16589135,0.3781358
261,185412.71242563357,0.13043258,0.2378111,0.08586202,0.16535673,0.3805375
262,184208.3001590734,0.1299211,0.23755455,0.085759096,0.16518013,0.38158515
263,185129.10375033543,0.1299183,0.23819537,0.08500895,0.1646096,0.38226777
264,185307.67074954437,0.13122873,0.23811373,0.08636949,0.16573128,0.3785568
265,177458.10105437614,0.13026471,0.2383006,0.08528859,0.1648002,0.38134593
266,177811.30148981416,0.13066395,0.2395994,0.08529872,0.16458434,0.37985358
267,181684.66374608618,0.13061595,0.23783189,0.0859224,0.16533348,0.3802963
268,180565.0870780424,0.1309758,0.23833477,0.08641209,0.16553868,0.3787387
269,175587.3792917967,0.12929629,0.23803282,0.08441428,0.16421382,0.38404286
270,178110.34290063952,0.1272592,0.2372039,0.08270299,0.16296105,0.38987294
271,181629.7226525736,0.12909609,0.23683105,0.084801316,0.16442116,0.3848504
272,178644.49409191348,0.12765726,0.23598675,0.083832644,0.1634143,0.38910908
273,180114.067897439,0.1294815,0.23797545,0.08504877,0.16450202,0.38299224
274,182176.37092069804,0.13127188,0.23830354,0.086741984,0.16576056,0.37792203
275,182638.4080204324,0.13072146,0.23803346,0.0860927,0.16537145,0.3797809
276,186153.94749719388,0.1309917,0.23765935,0.08629431,0.16573694,0.37931767
277,182866.41143103858,0.13066529,0.23736823,0.08639078,0.1656609,0.37991485
278,179237.81045473952,0.13047317,0.23786166,0.085376576,0.16497661,0.38131195
279,181778.13910943575,0.12994266,0.2373952,0.085321315,0.1648939,0.38244694
280,185173.35689418903,0.13100563,0.23742124,0.086538665,0.16585988,0.3791745
281,184278.9635086219,0.13030952,0.23773408,0.0863056,0.16532803,0.38032272
282,181346.58110680032,0.13018143,0.2379599,0.0853847,0.16491625,0.38155767
283,182307.5856884471,0.13063174,0.23797399,0.08583491,0.16528134,0.380278
284,185935.31814862054,0.1311611,0.23797838,0.0864789,0.16570778,0.37867382
285,183732.21557251795,0.13033596,0.23766041,0.08587346,0.16525465,0.38087553
286,185294.27658391275,0.1304947,0.23731093,0.085661784,0.16525975,0.38127276
287,185453.60930101242,0.1299188,0.23770928,0.08587908,0.16513395,0.3813588
288,185738.50310770702,0.13087818,0.23786649,0.08647307,0.16580223,0.37898004
289,187203.81969498727,0.13095446,0.23767057,0.086662516,0.16596515,0.37874734
290,187684.16740954592,0.12827335,0.23583151,0.08442226,0.16432546,0.38714746
291,181309.65627491518,0.13065648,0.23723143,0.086466864,0.16587327,0.37977204
292,176106.23271229566,0.1289719,0.23769079,0.084860064,0.1645284,0.38394877
293,174070.6519214865,0.12910491,0.23739783,0.08479287,0.16451526,0.38418916
294,176479.1427529422,0.13002829,0.23779894,0.08536253,0.16495891,0.38185135
295,175033.0258979059,0.13051184,0.23732038,0.08654796,0.16578898,0.37983084
296,175556.60873696054,0.12966159,0.23703443,0.08542736,0.16509552,0.3827811
297,177231.69346823965,0.13082688,0.23742239,0.08652111,0.16585138,0.37937823
298,174309.19643527712,0.13085458,0.23756756,0.086454086,0.16577926,0.3793446
299,173407.5727645398,0.13100947,0.23792808,0.0860099,0.16557683,0.3794757
300,172010.05255699993,0.12913948,0.23801431,0.08468372,0.16433896,0.38382363
301,177082.82210864095,0.12728417,0.23612002,0.08296493,0.16306749,0.3905633
302,176985.25998625247,0.1288853,0.23711435,0.085581474,0.16496135,0.38345757
303,180005.93565953078,0.13128574,0.23755802,0.086731456,0.16614784,0.3782769
304,178111.66524920324,0.13166036,0.23757693,0.08726999,0.16645512,0.37703764
305,177898.10937223618,0.12950538,0.23673038,0.084846795,0.16471836,0.38419908
306,178135.48911706786,0.13096762,0.23708668,0.08689243,0.16624443,0.3788088
307,179591.22076999568,0.13144971,0.23732792,0.08684893,0.16624182,0.37813163
308,181290.51274672576,0.13104859,0.2380454,0.08605462,0.16552824,0.37932318
309,179584.72628174556,0.13117999,0.23742531,0.086734265,0.16609159,0.37856883
310,180042.73323522494,0.13049097,0.2373174,0.085944846,0.16557865,0.3806681
311,176156.82345611995,0.13110134,0.23728102,0.08694296,0.16622522,0.37844947
312,177332.80201582224,0.13140403,0.23806936,0.086800426,0.16600625,0.3777199
313,177128.96525279386,0.1315255,0.23745607,0.08718594,0.16641867,0.3774139
314,176695.01998637375,0.1300829,0.23815079,0.085113466,0.16458176,0.382071
315,180013.19556308383,0.13135798,0.23854618,0.08638227,0.16553748,0.3781761
316,182123.46639428835,0.13162614,0.23793516,0.08696291,0.16606681,0.377409
317,179669.90871873964,0.13134548,0.23783343,0.0869796,0.16605037,0.3777911
318,183181.28702975987,0.13120991,0.2374542,0.08659974,0.1660382,0.37869796
319,180708.00560045146,0.13071457,0.23717904,0.086804405,0.16598713,0.3793149
320,174884.5168709581,0.12989435,0.23656555,0.085679285,0.16538559,0.38247526
321,172582.51747853577,0.12937415,0.23747405,0.08412351,0.16405627,0.384972
322,171163.7514981231,0.13082694,0.23752768,0.086140715,0.16556482,0.3799398
323,167796.02890897656,0.13101165,0.23746482,0.08616789,0.16567712,0.37967855
324,164750.6785763312,0.13110712,0.23789825,0.086068295,0.16561443,0.37931195
325,163607.51365154906,0.12918372,0.23719555,0.08450442,0.16425227,0.38486403
326,166025.68577789693,0.1310621,0.23795766,0.08640908,0.16566494,0.37890622
327,173386.53022781757,0.13163897,0.2382592,0.08692566,0.16598363,0.37719253
328,175064.5289739787,0.13168037,0.23951201,0.086439885,0.1654651,0.37690267
329,177731.86879184665,0.12953621,0.23783007,0.08579306,0.16488755,0.3819531
330,188268.51940538138,0.12877463,0.2374241,0.084896445,0.16456789,0.38433695
331,181038.10837717247,0.1301068,0.24029262,0.08503025,0.16403748,0.38053286
332,181138.34770316762,0.12801176,0.23741755,0.08270565,0.16250601,0.38935903
333,183506.0336410535,0.12891757,0.23685965,0.084143646,0.16365935,0.38641974
334,186475.071569261,0.13006368,0.23675922,0.0859083,0.16540208,0.38186666
335,188863.40688147084,0.12859559,0.23551543,0.08517611,0.16487387,0.38583902
336,186263.9078089082,0.13091864,0.23720144,0.086539425,0.16589962,0.3794408
337,184811.79609199532,0.1301334,0.23695213,0.0857411,0.16546534,0.3817081
338,184500.35923973497,0.13198411,0.23753741,0.08745064,0.16664295,0.3763849
339,182469.1117583595,0.13134567,0.23722331,0.08668986,0.16611964,0.37862152
340,184058.24193612594,0.130777,0.23718254,0.086410634,0.16585813,0.3797717
341,186945.70647546733,0.13083167,0.236772,0.08688652,0.16626534,0.37924448
342,186264.73479547474,0.13128348,0.23743229,0.086910255,0.16615075,0.37822327
343,186071.77336963546,0.12956826,0.23673324,0.08517163,0.16470334,0.3838235
344,187508.58144971647,0.13068643,0.23695521,0.086417206,0.1658954,0.38004574
345,186840.08083651552,0.13150853,0.23741463,0.08708719,0.16637558,0.37761405
346,191977.56996637152,0.13131784,0.23732033,0.08674523,0.1662034,0.3784132
347,189234.03297755704,0.13161887,0.23827633,0.08688171,0.16580918,0.37741393
348,185149.24996872412,0.13159232,0.23790151,0.08656464,0.16600798,0.3779336
